zip,year,est total,est gen,est cold,est farm,est other
720,91765,2014,2,2,0,0,0
721,91906,2014,0,0,0,0,0
722,91741,2014,0,0,0,0,0
723,90701,2014,0,0,0,0,0
724,92617,2014,1,0,0,0,1
725,96114,2014,0,0,0,0,0
726,93004,2014,0,0,0,0,0
727,91302,2014,1,1,0,0,0
728,95303,2014,0,0,0,0,0
729,91107,2014,0,0,0,0,0
730,94579,2014,0,0,0,0,0
731,94583,2014,1,1,0,0,0
732,92647,2014,4,4,0,0,0
733,93312,2014,0,0,0,0,0
734,95665,2014,0,0,0,0,0
735,95610,2014,0,0,0,0,0
736,96041,2014,0,0,0,0,0
737,94121,2014,0,0,0,0,0
738,95664,2014,0,0,0,0,0
739,94129,2014,0,0,0,0,0
740,92026,2014,0,0,0,0,0
741,94805,2014,0,0,0,0,0
742,91343,2014,0,0,0,0,0
743,95835,2014,1,1,0,0,0
744,95119,2014,0,0,0,0,0
745,92841,2014,3,2,0,0,1
746,90044,2014,0,0,0,0,0
747,95120,2014,1,0,0,0,1
748,94551,2014,3,2,1,0,0
749,92374,2014,20,19,0,0,1
750,93234,2014,0,0,0,0,0
751,94590,2014,0,0,0,0,0
752,93036,2014,1,1,0,0,0
753,91335,2014,2,2,0,0,0
754,92106,2014,0,0,0,0,0
755,93933,2014,1,1,0,0,0
756,90221,2014,13,11,2,0,0
757,92136,2014,0,0,0,0,0
758,94112,2014,1,1,0,0,0
759,95453,2014,0,0,0,0,0
760,90071,2014,0,0,0,0,0
761,94105,2014,0,0,0,0,0
762,90505,2014,3,3,0,0,0
763,93930,2014,0,0,0,0,0
764,92274,2014,0,0,0,0,0
765,92056,2014,1,1,0,0,0
766,91104,2014,0,0,0,0,0
767,94526,2014,2,2,0,0,0
768,91916,2014,0,0,0,0,0
769,90016,2014,1,1,0,0,0
