zip,year,est total,est gen,est cold,est farm,est other
143,93637,2016,0,0,0,0,0
144,93640,2016,0,0,0,0,0
145,91402,2016,1,0,0,0,1
146,95826,2016,4,2,0,0,2
147,90640,2016,11,9,0,0,2
148,95340,2016,2,1,0,0,1
149,92570,2016,3,3,0,0,0
150,90017,2016,0,0,0,0,0
151,94804,2016,5,2,0,0,3
152,93274,2016,2,0,2,0,0
153,94565,2016,2,0,0,0,2
154,91786,2016,1,0,0,0,1
155,95818,2016,0,0,0,0,0
156,95357,2016,5,3,0,1,1
157,95231,2016,1,1,0,0,0
158,92503,2016,0,0,0,0,0
159,90620,2016,4,3,1,0,0
160,91745,2016,7,7,0,0,0
161,93616,2016,1,1,0,0,0
162,91504,2016,5,5,0,0,0
163,92832,2016,1,0,1,0,0
164,93657,2016,1,0,1,0,0
165,95303,2016,0,0,0,0,0
166,95691,2016,8,5,0,1,2
167,91744,2016,7,6,0,0,1
168,95341,2016,0,0,0,0,0
169,95823,2016,4,3,1,0,0
170,92313,2016,0,0,0,0,0
171,91206,2016,0,0,0,0,0
172,90804,2016,0,0,0,0,0
173,93705,2016,0,0,0,0,0
174,93638,2016,0,0,0,0,0
175,92311,2016,0,0,0,0,0
176,93301,2016,5,4,1,0,0
177,92843,2016,0,0,0,0,0
178,90027,2016,1,0,0,0,1
179,93618,2016,4,2,2,0,0
180,90032,2016,1,0,0,1,0
181,90008,2016,0,0,0,0,0
182,94801,2016,3,2,0,0,1
183,90270,2016,0,0,0,0,0
184,95815,2016,4,4,0,0,0
185,95122,2016,2,1,0,0,1
186,90057,2016,0,0,0,0,0
187,91502,2016,0,0,0,0,0
188,92301,2016,1,0,0,0,1
189,93620,2016,0,0,0,0,0
190,92521,2016,0,0,0,0,0
191,90242,2016,4,4,0,0,0
192,90602,2016,1,1,0,0,0
193,90019,2016,1,0,0,0,1
194,92231,2016,9,7,0,0,2
195,93280,2016,0,0,0,0,0
196,90802,2016,2,0,0,0,2
197,92801,2016,4,2,1,0,1
198,90029,2016,0,0,0,0,0
199,91601,2016,2,1,0,0,1
200,91202,2016,0,0,0,0,0
201,93256,2016,0,0,0,0,0
202,90303,2016,0,0,0,0,0
203,93631,2016,2,0,2,0,0
204,92805,2016,4,2,0,0,2
205,94601,2016,2,2,0,0,0
206,90631,2016,2,1,0,0,1
207,95824,2016,1,0,0,0,1
208,92707,2016,2,2,0,0,0
209,93726,2016,0,0,0,0,0
210,95322,2016,0,0,0,0,0
211,92201,2016,1,1,0,0,0
212,95652,2016,1,1,0,0,0
213,92571,2016,4,3,0,0,1
214,91203,2016,0,0,0,0,0
215,92882,2016,0,0,0,0,0
216,95838,2016,2,2,0,0,0
217,94124,2016,6,4,1,0,1
218,90706,2016,1,0,1,0,0
219,92404,2016,0,0,0,0,0
220,93625,2016,2,0,1,1,0
221,92346,2016,0,0,0,0,0
222,95837,2016,0,0,0,0,0
223,95301,2016,0,0,0,0,0
224,91770,2016,1,1,0,0,0
225,95821,2016,0,0,0,0,0
226,92354,2016,0,0,0,0,0
227,93291,2016,8,7,0,0,1
228,93263,2016,3,3,0,0,0
229,93610,2016,0,0,0,0,0
230,92102,2016,1,1,0,0,0
231,95020,2016,0,0,0,0,0
232,93219,2016,0,0,0,0,0
233,95828,2016,9,5,1,1,2
234,94606,2016,2,1,0,1,0
235,92377,2016,2,2,0,0,0
236,93239,2016,0,0,0,0,0
237,92701,2016,0,0,0,0,0
238,90601,2016,6,6,0,0,0
239,95112,2016,5,5,0,0,0
240,95376,2016,11,8,2,0,1
241,95207,2016,0,0,0,0,0
242,93710,2016,0,0,0,0,0
243,94806,2016,0,0,0,0,0
244,93313,2016,5,3,1,0,1
245,93647,2016,0,0,0,0,0
246,94607,2016,3,2,0,0,1
247,91910,2016,0,0,0,0,0
248,90006,2016,1,0,0,0,1
249,95204,2016,0,0,0,0,0
250,93630,2016,0,0,0,0,0
251,95240,2016,3,2,1,0,0
252,91401,2016,0,0,0,0,0
253,94130,2016,1,1,0,0,0
254,90043,2016,0,0,0,0,0
255,90506,2016,0,0,0,0,0
256,91340,2016,1,1,0,0,0
257,92376,2016,10,10,0,0,0
258,90680,2016,1,1,0,0,0
259,93212,2016,2,0,0,2,0
260,92020,2016,3,3,0,0,0
261,91950,2016,10,5,1,0,4
262,95829,2016,0,0,0,0,0
263,93249,2016,0,0,0,0,0
264,95131,2016,6,4,1,0,1
265,92227,2016,1,0,1,0,0
266,93704,2016,0,0,0,0,0
267,91752,2016,37,34,2,0,1
268,92505,2016,1,1,0,0,0
269,92831,2016,3,3,0,0,0
270,93608,2016,0,0,0,0,0
271,94590,2016,0,0,0,0,0
272,94303,2016,0,0,0,0,0
273,90638,2016,9,9,0,0,0
274,90621,2016,4,4,0,0,0
275,93609,2016,0,0,0,0,0
276,90260,2016,0,0,0,0,0
277,95961,2016,1,1,0,0,0
278,92703,2016,0,0,0,0,0
279,90302,2016,1,0,0,0,1
280,90710,2016,1,1,0,0,0
281,91801,2016,0,0,0,0,0
282,91790,2016,2,2,0,0,0
283,90034,2016,0,0,0,0,0
284,95210,2016,0,0,0,0,0
285,93267,2016,0,0,0,0,0
286,91754,2016,4,4,0,0,0
287,95363,2016,6,5,1,0,0
288,92336,2016,8,8,0,0,0
289,92236,2016,1,0,0,0,1
290,91702,2016,1,0,0,0,1
291,95133,2016,0,0,0,0,0
292,93305,2016,0,0,0,0,0
293,92705,2016,5,3,0,0,2
294,91010,2016,3,3,0,0,0
295,95928,2016,0,0,0,0,0
296,95337,2016,1,0,1,0,0
297,94608,2016,5,3,0,1,1
298,93612,2016,0,0,0,0,0
299,92543,2016,0,0,0,0,0
300,92557,2016,0,0,0,0,0
301,91335,2016,1,1,0,0,0
302,94509,2016,3,3,0,0,0
303,93646,2016,0,0,0,0,0
304,95304,2016,12,9,1,0,2
305,92101,2016,2,0,1,0,1
306,93723,2016,0,0,0,0,0
307,92683,2016,1,1,0,0,0
308,92281,2016,0,0,0,0,0
309,90404,2016,1,1,0,0,0
310,90715,2016,0,0,0,0,0
311,93309,2016,0,0,0,0,0
312,92870,2016,6,5,0,1,0
313,93206,2016,0,0,0,0,0
314,93292,2016,1,0,0,0,1
315,95670,2016,1,1,0,0,0
316,92254,2016,0,0,0,0,0
317,93622,2016,0,0,0,0,0
318,91911,2016,7,4,0,0,3
319,94577,2016,17,12,2,0,3
320,92880,2016,2,2,0,0,0
321,91342,2016,4,2,1,0,1
322,93033,2016,2,1,0,0,1
323,94592,2016,0,0,0,0,0
324,95334,2016,1,0,1,0,0
325,95076,2016,8,3,5,0,0
326,94578,2016,2,0,0,1,1
327,93272,2016,0,0,0,0,0
328,95039,2016,1,1,0,0,0
329,91710,2016,28,25,0,0,3
330,92223,2016,2,2,0,0,0
331,93285,2016,0,0,0,0,0
332,95002,2016,0,0,0,0,0
333,95111,2016,0,0,0,0,0
334,92233,2016,1,0,0,1,0
335,93656,2016,0,0,0,0,0
336,95991,2016,1,1,0,0,0
337,95833,2016,1,1,0,0,0
338,95901,2016,3,2,0,0,1
339,95388,2016,0,0,0,0,0
340,90241,2016,1,1,0,0,0
341,91325,2016,0,0,0,0,0
342,95360,2016,0,0,0,0,0
343,91356,2016,0,0,0,0,0
344,93245,2016,1,0,0,1,0
345,92841,2016,3,2,0,0,1
346,95369,2016,0,0,0,0,0
347,93234,2016,0,0,0,0,0
348,92804,2016,0,0,0,0,0
349,92395,2016,1,1,0,0,0
350,90716,2016,0,0,0,0,0
351,91343,2016,0,0,0,0,0
352,93207,2016,0,0,0,0,0
353,91303,2016,0,0,0,0,0
354,93905,2016,0,0,0,0,0
355,94080,2016,13,10,1,0,2
356,94572,2016,0,0,0,0,0
357,95315,2016,0,0,0,0,0
358,93306,2016,0,0,0,0,0
359,95965,2016,0,0,0,0,0
360,92627,2016,2,1,0,0,1
361,90502,2016,0,0,0,0,0
362,94544,2016,10,9,1,0,0
363,91103,2016,1,0,0,0,1
364,90755,2016,4,3,0,0,1
365,92530,2016,0,0,0,0,0
366,94063,2016,2,0,1,0,1
367,92833,2016,5,3,1,0,1
368,93203,2016,1,0,1,0,0
369,95116,2016,0,0,0,0,0
370,93268,2016,0,0,0,0,0
371,94107,2016,3,3,0,0,0
372,95037,2016,0,0,0,0,0
373,93611,2016,0,0,0,0,0
374,92337,2016,17,14,1,0,2
375,91306,2016,0,0,0,0,0
376,95605,2016,0,0,0,0,0
377,90005,2016,0,0,0,0,0
378,92704,2016,4,4,0,0,0
379,93505,2016,0,0,0,0,0
380,94553,2016,0,0,0,0,0
381,93247,2016,1,1,0,0,0
382,94587,2016,8,6,1,0,1
383,90045,2016,6,6,0,0,0
384,94102,2016,0,0,0,0,0
385,94560,2016,7,6,1,0,0
386,95110,2016,0,0,0,0,0
387,94103,2016,1,1,0,0,0
388,92582,2016,0,0,0,0,0
389,92225,2016,0,0,0,0,0
390,93001,2016,0,0,0,0,0
391,95820,2016,1,1,0,0,0
392,93251,2016,0,0,0,0,0
393,95361,2016,0,0,0,0,0
394,91723,2016,1,1,0,0,0
395,93901,2016,11,6,5,0,0
396,92567,2016,1,1,0,0,0
397,92555,2016,1,1,0,0,0
398,92345,2016,1,0,1,0,0
399,95212,2016,0,0,0,0,0
400,92105,2016,1,0,0,0,1
401,95827,2016,2,2,0,0,0
402,95356,2016,1,1,0,0,0
403,95374,2016,0,0,0,0,0
404,93615,2016,1,0,1,0,0
405,91324,2016,1,0,0,0,1
406,95320,2016,1,0,0,1,0
407,95326,2016,1,0,1,0,0
408,92802,2016,0,0,0,0,0
409,92309,2016,0,0,0,0,0
410,95050,2016,2,1,1,0,0
411,92867,2016,1,1,0,0,0
412,92173,2016,1,0,0,0,1
413,91304,2016,0,0,0,0,0
414,93242,2016,0,0,0,0,0
415,91792,2016,0,0,0,0,0
416,90701,2016,0,0,0,0,0
417,92647,2016,7,7,0,0,0
418,93535,2016,0,0,0,0,0
419,90747,2016,0,0,0,0,0
420,95832,2016,0,0,0,0,0
421,94612,2016,0,0,0,0,0
422,90604,2016,1,1,0,0,0
423,91776,2016,0,0,0,0,0
424,91016,2016,1,1,0,0,0
425,91739,2016,1,1,0,0,0
426,91506,2016,1,1,0,0,0
427,94589,2016,0,0,0,0,0
428,94710,2016,0,0,0,0,0
429,93241,2016,0,0,0,0,0
430,94561,2016,0,0,0,0,0
431,95407,2016,3,2,0,0,1
432,93223,2016,0,0,0,0,0
433,91602,2016,1,1,0,0,0
434,93204,2016,0,0,0,0,0
435,94066,2016,0,0,0,0,0
436,92844,2016,1,1,0,0,0
437,93933,2016,1,1,0,0,0
438,95333,2016,0,0,0,0,0
439,94545,2016,12,7,0,0,5
440,94501,2016,3,3,0,0,0
441,90046,2016,0,0,0,0,0
442,90071,2016,0,0,0,0,0
443,91945,2016,0,0,0,0,0
444,93552,2016,0,0,0,0,0
445,95817,2016,0,0,0,0,0
446,93636,2016,0,0,0,0,0
447,95841,2016,2,2,0,0,0
448,90703,2016,8,5,0,0,3
449,91311,2016,4,4,0,0,0
450,94520,2016,3,3,0,0,0
451,95355,2016,0,0,0,0,0
452,94571,2016,0,0,0,0,0
453,92283,2016,0,0,0,0,0
454,94534,2016,6,6,0,0,0
455,91708,2016,24,24,0,0,0
456,90042,2016,1,1,0,0,0
457,95209,2016,0,0,0,0,0
458,92220,2016,0,0,0,0,0
459,93455,2016,1,0,1,0,0
460,92545,2016,0,0,0,0,0
461,91803,2016,3,3,0,0,0
462,91351,2016,2,1,0,0,1
463,92025,2016,0,0,0,0,0
464,93286,2016,0,0,0,0,0
465,95660,2016,5,5,0,0,0
466,94559,2016,2,0,0,0,2
467,90240,2016,0,0,0,0,0
468,95023,2016,3,2,0,0,1
469,92655,2016,0,0,0,0,0
470,92307,2016,2,2,0,0,0
471,93277,2016,0,0,0,0,0
472,95125,2016,0,0,0,0,0
473,93210,2016,0,0,0,0,0
474,93561,2016,0,0,0,0,0
475,91942,2016,0,0,0,0,0
476,95655,2016,0,0,0,0,0
477,92508,2016,4,4,0,0,0
478,90305,2016,0,0,0,0,0
479,92394,2016,0,0,0,0,0
480,95966,2016,0,0,0,0,0
481,95825,2016,2,2,0,0,0
482,90035,2016,0,0,0,0,0
483,95382,2016,0,0,0,0,0
484,92251,2016,2,2,0,0,0
485,90025,2016,1,1,0,0,0
486,92250,2016,0,0,0,0,0
487,92399,2016,0,0,0,0,0
488,95126,2016,2,1,0,0,1
489,92544,2016,0,0,0,0,0
490,96021,2016,0,0,0,0,0
491,91316,2016,0,0,0,0,0
492,92274,2016,0,0,0,0,0
493,94513,2016,1,1,0,0,0
494,90020,2016,0,0,0,0,0
495,92054,2016,0,0,0,0,0
496,94005,2016,2,2,0,0,0
497,91711,2016,0,0,0,0,0
498,94609,2016,0,0,0,0,0
499,91320,2016,0,0,0,0,0
500,94014,2016,0,0,0,0,0
501,92782,2016,0,0,0,0,0
502,94521,2016,1,1,0,0,0
503,94541,2016,1,1,0,0,0
504,93907,2016,2,2,0,0,0
505,93560,2016,0,0,0,0,0
506,93041,2016,0,0,0,0,0
507,92865,2016,4,2,0,0,2
508,92506,2016,1,1,0,0,0
509,91755,2016,0,0,0,0,0
510,90230,2016,0,0,0,0,0
511,95945,2016,1,1,0,0,0
512,95401,2016,1,1,0,0,0
513,91403,2016,0,0,0,0,0
514,91750,2016,0,0,0,0,0
515,91748,2016,13,10,0,1,2
516,92373,2016,2,2,0,0,0
517,94134,2016,0,0,0,0,0
518,91791,2016,0,0,0,0,0
519,94579,2016,0,0,0,0,0
520,92590,2016,0,0,0,0,0
521,92585,2016,0,0,0,0,0
522,93036,2016,0,0,0,0,0
523,94901,2016,1,1,0,0,0
524,95758,2016,3,3,0,0,0
525,95816,2016,0,0,0,0,0
526,92154,2016,32,22,2,2,6
527,94110,2016,1,1,0,0,0
528,95324,2016,0,0,0,0,0
529,92332,2016,0,0,0,0,0
530,92860,2016,0,0,0,0,0
531,93534,2016,0,0,0,0,0
532,95988,2016,2,2,0,0,0
533,95822,2016,1,1,0,0,0
534,92071,2016,0,0,0,0,0
535,95834,2016,7,6,0,0,1
536,90066,2016,0,0,0,0,0
537,91709,2016,1,1,0,0,0
538,93550,2016,0,0,0,0,0
539,93711,2016,0,0,0,0,0
540,92618,2016,5,4,0,0,1
541,95121,2016,0,0,0,0,0
542,95993,2016,0,0,0,0,0
543,91505,2016,1,0,0,0,1
544,91780,2016,3,0,1,1,1
545,95219,2016,0,0,0,0,0
546,92347,2016,0,0,0,0,0
547,95957,2016,0,0,0,0,0
548,92840,2016,1,1,0,0,0
549,95673,2016,0,0,0,0,0
550,92021,2016,0,0,0,0,0
551,92706,2016,0,0,0,0,0
552,93103,2016,2,2,0,0,0
553,94533,2016,0,0,0,0,0
554,95386,2016,0,0,0,0,0
555,92780,2016,1,0,0,0,1
556,90024,2016,0,0,0,0,0
557,91384,2016,1,0,0,0,1
558,92675,2016,2,1,0,0,1
559,90401,2016,0,0,0,0,0
560,92591,2016,0,0,0,0,0
561,92356,2016,0,0,0,0,0
562,93021,2016,2,2,0,0,0
563,92078,2016,0,0,0,0,0
564,91722,2016,0,0,0,0,0
565,90717,2016,0,0,0,0,0
566,90064,2016,2,2,0,0,0
567,94542,2016,0,0,0,0,0
568,94605,2016,0,0,0,0,0
569,90803,2016,0,0,0,0,0
570,90504,2016,2,2,0,0,0
571,92881,2016,2,2,0,0,0
572,92821,2016,7,4,1,0,2
573,95242,2016,0,0,0,0,0
574,93015,2016,0,0,0,0,0
575,92392,2016,1,0,1,0,0
576,95482,2016,0,0,0,0,0
577,91101,2016,1,0,0,0,1
578,91040,2016,0,0,0,0,0
579,91345,2016,0,0,0,0,0
580,92868,2016,0,0,0,0,0
581,95012,2016,2,1,1,0,0
582,94805,2016,0,0,0,0,0
583,90010,2016,1,1,0,0,0
584,94538,2016,10,8,1,0,1
585,91321,2016,0,0,0,0,0
586,95953,2016,1,0,1,0,0
587,95678,2016,2,2,0,0,0
588,93501,2016,1,0,0,0,1
589,91607,2016,0,0,0,0,0
590,92363,2016,0,0,0,0,0
591,92239,2016,0,0,0,0,0
592,96080,2016,4,4,0,0,0
593,96094,2016,0,0,0,0,0
594,91006,2016,1,0,1,0,0
595,95316,2016,0,0,0,0,0
596,90232,2016,1,1,0,0,0
597,93908,2016,1,1,0,0,0
598,95127,2016,0,0,0,0,0
599,93101,2016,0,0,0,0,0
600,94580,2016,1,1,0,0,0
601,91344,2016,0,0,0,0,0
602,93004,2016,0,0,0,0,0
603,94564,2016,0,0,0,0,0
604,95377,2016,2,2,0,0,0
605,92548,2016,0,0,0,0,0
606,95932,2016,0,0,0,0,0
607,90056,2016,0,0,0,0,0
608,93906,2016,0,0,0,0,0
609,94401,2016,2,2,0,0,0
610,95757,2016,0,0,0,0,0
611,90740,2016,1,1,0,0,0
612,93720,2016,0,0,0,0,0
613,94546,2016,1,0,0,0,1
614,92612,2016,1,0,0,0,1
615,92114,2016,0,0,0,0,0
616,95134,2016,0,0,0,0,0
617,91789,2016,12,10,1,0,1
618,95641,2016,0,0,0,0,0
619,95776,2016,13,13,0,0,0
620,90712,2016,1,1,0,0,0
621,95688,2016,7,7,0,0,0
622,92562,2016,0,0,0,0,0
623,92630,2016,1,1,0,0,0
624,94591,2016,0,0,0,0,0
625,91724,2016,0,0,0,0,0
626,96001,2016,2,2,0,0,0
627,95926,2016,2,2,0,0,0
628,90807,2016,1,1,0,0,0
629,90048,2016,0,0,0,0,0
630,94702,2016,0,0,0,0,0
631,91932,2016,0,0,0,0,0
632,92315,2016,0,0,0,0,0
633,92583,2016,0,0,0,0,0
634,92325,2016,0,0,0,0,0
635,95842,2016,1,1,0,0,0
636,93042,2016,0,0,0,0,0
637,91501,2016,0,0,0,0,0
638,92123,2016,4,1,0,0,3
639,90291,2016,0,0,0,0,0
640,94602,2016,0,0,0,0,0
641,95128,2016,0,0,0,0,0
642,95366,2016,0,0,0,0,0
643,91350,2016,1,0,0,0,1
644,95948,2016,0,0,0,0,0
645,92056,2016,1,1,0,0,0
646,93012,2016,8,7,0,0,1
647,94085,2016,1,1,0,0,0
648,95698,2016,0,0,0,0,0
649,96035,2016,0,0,0,0,0
650,90041,2016,0,0,0,0,0
651,91765,2016,2,2,0,0,0
652,91001,2016,0,0,0,0,0
653,92807,2016,3,2,0,0,1
654,96022,2016,0,0,0,0,0
655,93454,2016,2,1,1,0,0
656,95035,2016,6,5,0,0,1
657,92624,2016,0,0,0,0,0
658,92866,2016,0,0,0,0,0
659,90292,2016,1,0,0,0,1
660,95370,2016,0,0,0,0,0
661,95620,2016,0,0,0,0,0
662,92708,2016,0,0,0,0,0
663,92328,2016,0,0,0,0,0
664,91330,2016,0,0,0,0,0
665,95043,2016,0,0,0,0,0
666,91106,2016,0,0,0,0,0
667,92314,2016,0,0,0,0,0
668,94585,2016,0,0,0,0,0
669,92103,2016,0,0,0,0,0
670,94015,2016,0,0,0,0,0
671,93518,2016,0,0,0,0,0
672,95640,2016,0,0,0,0,0
673,93555,2016,0,0,0,0,0
674,91042,2016,0,0,0,0,0
675,95632,2016,1,1,0,0,0
676,92110,2016,3,3,0,0,0
677,93283,2016,0,0,0,0,0
678,94510,2016,6,6,0,0,0
679,91740,2016,0,0,0,0,0
680,95608,2016,3,3,0,0,0
681,95220,2016,0,0,0,0,0
682,91773,2016,0,0,0,0,0
683,91107,2016,0,0,0,0,0
684,95621,2016,1,1,0,0,0
685,95132,2016,0,0,0,0,0
686,93458,2016,3,0,2,0,1
687,90503,2016,0,0,0,0,0
688,93221,2016,2,0,2,0,0
689,93252,2016,0,0,0,0,0
690,91307,2016,0,0,0,0,0
691,92595,2016,0,0,0,0,0
692,93060,2016,1,0,0,1,0
693,95046,2016,0,0,0,0,0
694,92344,2016,0,0,0,0,0
695,95540,2016,0,0,0,0,0
696,94108,2016,1,1,0,0,0
697,94089,2016,0,0,0,0,0
698,93551,2016,2,2,0,0,0
699,95192,2016,0,0,0,0,0
700,92845,2016,0,0,0,0,0
701,92111,2016,2,1,0,0,1
702,92626,2016,0,0,0,0,0
703,95747,2016,2,1,0,0,1
704,92069,2016,0,0,0,0,0
705,92139,2016,0,0,0,0,0
706,94505,2016,0,0,0,0,0
707,92104,2016,0,0,0,0,0
708,92586,2016,0,0,0,0,0
709,95404,2016,0,0,0,0,0
710,91906,2016,0,0,0,0,0
711,93010,2016,0,0,0,0,0
712,91604,2016,1,1,0,0,0
713,91977,2016,0,0,0,0,0
714,95230,2016,0,0,0,0,0
715,93644,2016,0,0,0,0,0
716,90814,2016,0,0,0,0,0
717,96007,2016,1,1,0,0,0
718,92549,2016,0,0,0,0,0
719,95551,2016,0,0,0,0,0
720,95690,2016,1,1,0,0,0
721,93955,2016,0,0,0,0,0
722,94111,2016,0,0,0,0,0
723,95403,2016,5,2,1,0,2
724,95912,2016,0,0,0,0,0
725,93960,2016,0,0,0,0,0
726,95917,2016,0,0,0,0,0
727,95045,2016,1,1,0,0,0
728,94619,2016,0,0,0,0,0
729,91367,2016,0,0,0,0,0
730,93311,2016,1,0,0,1,0
731,92660,2016,2,2,0,0,0
732,91104,2016,1,1,0,0,0
733,90068,2016,0,0,0,0,0
734,95335,2016,0,0,0,0,0
735,95624,2016,3,3,0,0,0
736,93401,2016,1,1,0,0,0
737,92115,2016,0,0,0,0,0
738,92359,2016,0,0,0,0,0
739,95492,2016,3,2,0,0,1
740,93003,2016,1,1,0,0,0
741,93591,2016,0,0,0,0,0
742,92532,2016,0,0,0,0,0
743,92886,2016,1,0,1,0,0
744,90732,2016,0,0,0,0,0
745,93436,2016,0,0,0,0,0
746,95422,2016,0,0,0,0,0
747,92027,2016,0,0,0,0,0
748,95685,2016,0,0,0,0,0
749,93930,2016,0,0,0,0,0
750,94403,2016,0,0,0,0,0
751,95618,2016,2,1,1,0,0
752,90630,2016,4,3,0,0,1
753,93312,2016,1,1,0,0,0
754,95501,2016,1,1,0,0,0
755,92058,2016,0,0,0,0,0
756,94550,2016,7,6,0,0,1
757,93926,2016,0,0,0,0,0
758,95616,2016,2,2,0,0,0
759,91387,2016,0,0,0,0,0
760,94558,2016,13,11,0,2,0
761,92055,2016,1,1,0,0,0
762,93066,2016,0,0,0,0,0
763,95659,2016,0,0,0,0,0
764,94536,2016,0,0,0,0,0
765,94043,2016,0,0,0,0,0
766,95051,2016,0,0,0,0,0
767,94530,2016,0,0,0,0,0
768,91364,2016,0,0,0,0,0
769,94952,2016,0,0,0,0,0
770,95987,2016,7,7,0,0,0
771,92869,2016,0,0,0,0,0
772,93516,2016,0,0,0,0,0
773,95692,2016,0,0,0,0,0
774,96013,2016,0,0,0,0,0
